job_id,major,job_title,job_description_simple,job_skill_set_simple
3895207569,informationtechnology,information technology manager,The it manager will be responsible for managing our it infrastructure ensuring system security providing technical support and leading it projects to improve our overall efficiency and effectiveness . The role is pivotal in enabling our small company to operate smoothly and to leverage technology for sustainable  Access and backup systems are in place and effective . Manage and troubleshoot it infrastructure issues .,it management network management software installation data security project management . project management procurement processes .
3888035176,informationtechnology,information technology specialist custspt with security clearance,The position is in the professional work category at the full performance work level within the ces occupational structure . Only applicants who meet one of the employment authority categories below are eligible to apply for this job .  You must meet the education andor experience requirements described below . Experience refers to paid and unpaid experience including volunteer work done through national service programs eg peace corps americorps .  Specialized experience is experience that has equipped the applicant with the particular competencies knowledge skills and abilities to successfully perform the duties of the position .  If you are using education completed in foreign colleges or universities to meet the qualification requirements you must show the education credentials have been evaluated by a private organization that specializes in interpretation of foreign education programs .  applicants born after december 31 1959 must complete a preemployment certification statement for selective service registration . Must be able to obtain and maintain a secret security clearance incumbent or selectee is required to satisfactorily complete the appropriate training and obtain the,windows operating systems customer service problem solving oral communication attention to detail
3902945526,informationtechnology,information technology specialist 2 ny helps  5680,The information technology specialist 2 sg18 position will be responsible for support of systems based on cots commercial off the shelf solutions . The position is eligible for 55bc designation and candidates are encouraged to apply nys helps .  Position may require fingerprinting some positions may require up to 25 travel andor lifting up to 50 lbs some positions are pending civil service approval details of positions will be described further if you are selected for an interview positions located in new york  New York state employees can pick from a variety of affordable health insurance programs family dental and vision benefits at no additional cost additional benefits new york state employees are eligible for,windows active directory network troubleshooting . Windows active directory
3888027049,informationtechnology,information technology help desk technician,Technical support troubleshooting issues related to desktop computers and printers and providing help desk support to end users . The role is primarily located in louisville ky but offers flexibility for remote work .,desktop computers problems
3905655083,informationtechnology,information technology generalist 1,The health and human services hhs it delivery center provides endtoend it services to all staff in the department of human services dhs . The position will deliver assemble install install configure and troubleshoot computers equipment and peripherals throughout the  Minimum experience and training requirements one year as an information technology trainee or information technology technician or three years of information technology experience in applications development or applications maintenance networking or desktop services web site development or web site design or other information technology supportadminist  Pennsylvania law 51 pa cs7103 provides employment preference for qualified veterans for appointment to many state and local government jobs . The commonwealth does not discriminate on the basis of race color .,installation configuration troubleshooting troubleshooting . operating systems office productivity applications . Enterprise applications enterprise applications .
3889751989,informationtechnology,information technology security analyst,The it security analyst is responsible for completing and maintaining system security plans ssp for new and existing systems . candidates must be willing to work w21099 must be local to michigan .  Certified women owned small business,Written communication verbal communication team collaboration independent work adaptability problem solving time management system security plans ssp
3886898488,informationtechnology,information technology project manager,Position can be remote but requires candidate to be onsite for meetings and presentations on select days throughout the month . Candidate will be tasked with developing and managing the project budget .  The submitted candidate must be able to apply common knowledge skills and abilities in the following areas . Minimum required ksas 7 years of experience in project management principles .  Leadership is able to adapt leadership styles in a variety of situations . Problem solving can identify evaluate and use sound judgement to generate and evaluate alternative actions and make recommendations .,project management project management software . project management. software budget management resource management . project
3902939001,informationtechnology,information technology specialist 2 programming ny helps  5315,The information technology specialist 2 prog 18 will be performing application development tasks to support the operational changes requested by the office of temporary and disability assistance . The position is eligible for 55bc designation .  positions located in new york city will receive an additional 3400 downstate adjustment location pay with regular annual salary of 65 . positions may require up to 25 travel andor lifting up to 50 lbs some positions are pending civil service approval details  New York state employees can pick from a variety of affordable health insurance programs family dental and vision benefits at no additional cost additional benefits new york state employees retirement system ers membership nys deferred compensation access to ny 529,application development software testing systems analysis documentation
3901343698,informationtechnology,information technology business consultant,The role of an it business consultant is to support the opportunity identification process for all new it requests via the it business integration strategy team . They are additionally responsible for market research designthinking workshop facilitation and helping translate business needs and ideas into,business analysis process flow documentation strategic planning product development documentation
3902343406,informationtechnology,information technology project coordinator,The ideal candidate will have project management and business operations experience . The project coordinator will be responsible for coordinating across a large dynamic organization between several crossmatrix teams on project tasks . The role will be supporting program managers with work plan tracking and  excellent teamwork and collaboration skills handson experience with project delivery tools such as j,project management is a management tool that can
3902873026,informationtechnology,information technology system administrator,lhh recruitment solutions is looking for a it technitian for a non-profit . The position is a onsite 5 days a week direct hirew2 position in los angeles county .,windows administration active directory management . Microsoft 365 management disaster recovery planning planning
3899521860,informationtechnology,information technology specialistweekend,The support practice group of kraft kennedy is seeking applicants for fulltime remote positions . The position reports to the practice group leader and will work closely with coworkers senior technical staff .  The base pay for this position has a salary range of 70000 to 80000 . The actual salary offer will take in to account a wide range of factors including the individuals qualifications experience as well as location in addition certain positions are eligible for,Technical troubleshooting customer service computer applications teamwork communication problem solving organization professionalism integrity attention
3903806888,informationtechnology,information technology system administrator,Temp to perm opportunity responsibilities ensure that services systems and it infrastructure including hardware software it environment controls etc work securely and reliably manage and maintain the onpremise vms servers servers storages .,Helpdesk support troubleshooting and support are available in the U
3902864826,informationtechnology,information technology field technician,Lagniappe it is a familyowned it services business located in mandeville la . The field technician will be responsible for daytoday tasks such as providing technical support troubleshooting desktop computers and printers and performing computer repairs .,Microsoft certified professional mcp. troubleshooting problemsolving communication attention
3891010624,informationtechnology,information technology system administrator,System administrator will be responsible for installing maintaining upgrading and securing our software hardware and networks . The position is located in lafayette indiana and acts as the primary organizational interface with vendors for computer related services .  The role requires a bachelors degree in computer science information technology or related field or equivalent experience .,Windows operating systems cyber security and m365 office productivity software . Network administration or scripting languages communication collaboration multitasking .
3902324071,informationtechnology,lead information technology specialist systems administration,The position serves as the information system security officer isso in the nih business systems nbs under the office of management office of the director . The overall objective of the nbs is to facilitate the scientific mission of the . nih  You must demonstrate in your resume that you have at least one 1 year of qualifying specialized experience equivalent to at least the gs13 level in the federal service obtained in either the private or public sector .  The position is designated as a nonemergencyteleworker position . The position may offer work schedule flexibilities telework work from home on a regular basis or ad hoc basis . A oneyear probationary period may be required upon selection .  Your application and responses to the online questionnaire will be evaluated under category rating and selection procedures for placement in one of the following categories . The category rating process does not add veterans preference points but protects the rights of veterans by placing them ahead of  You must be able to satisfactorily perform the duties of the position upon entry . You must score at least an 85 on the assessment and meet all eligibility physical medical suitability and all other requirements .,it configuration it integration it security project management technical analysis technical analysis .
3899540380,informationtechnology,information technology analyst principal  enterprise data manager,solano county department of information technology is hiring an it analyst principal enterprise data manager edm . The ideal edm will have extensive experience and expertise in data governance data management and data warehousing with modern technology and cloud platforms .,"azure standards include hardware standards, software standards"
3899930721,informationtechnology,information technology help desk,responsibilities install and configure pcs and macs printers and peripherals within established standards and guidelines install new hardware and software upgrades requested from users . analyze and solve technical problems by using problemsolving skills conduct analysis and troubleshooting via telephone email and,pc configuration mac configuration technical problem solving remote assistance microsoft os imaging apple os x windows deployment
3888939626,informationtechnology,information technology support specialist active tssci wpoly,Information technology support specialist provides technical support and troubleshooting to network desktop andor systems hardware and software . Provides remote support access through desktop mirroring and other remote access applications for worldwide sites .  Gdit is a global technology and professional services company that delivers consulting technology and mission services to every major agency across the us government defense and intelligence community . 30000 experts extract the power of technology to create immediate value and deliver solutions at the,Help desk support information technology it remote support troubleshooting
3884811019,informationtechnology,information technology support specialist,responsibilities serve as the initial contact for endusers requiring technical assistance . deliver timely and respectful technical support to address hardware software and networkrelated concerns . record all support inquiries incidents and service requests systematically within a ticket,Technical support can be helpful in the
3901937672,informationtechnology,information technology asset manager,Data center auditor is responsible for conducting thorough audits of customer data center suites . The role will ensure compliance within itam goals and processes key responsibilities .,it asset management itam servicenow itam module technical resource
3900076153,informationtechnology,information technology administrator,The it systems administrator will play a crucial role in maintaining and enhancing our organizations network and server infrastructure to ensure high availability security and performance . The ideal candidate will contribute to the implementation and management of it solutions that support and drive the strategic objectives  Excellent problemsolving and communication skills preferred skills experience with okta iis and aruba wap is a plus certifications .,Server 2016 was released by software vendor meraki on Monday . Server 2016 will be released
3899518312,informationtechnology,senior information technology project manager,U.S. government domain experience required .,documentation resource management communication problem solving team collaboration . team collaboration
3895514999,informationtechnology,information technology manager servicenow,The servicenow manager at floor decor is tasked with collaborating closely with internal teams engaging stakeholders and establishing service level agreements slas for both internal and managed service provider msp teams . The role involves intricately defining the scope of it services  Servianow administrators must lead a team of servicenow administrators developers and analysts providing guidance support and mentorship to ensure their success . This includes defining roles and responsibilities setting goals and objectives and fostering a culture of continuous learning .  The employee may occasionally be exposed to a warehouse environment and moving vehicles . The noise level in the work environment is typically quiet to moderate physicalsensory requirements sedentary work ability to exert 10 20 pounds of force occasionally .  The job description does not constitute an employment agreement between the employer and the employee . The policy and the law prohibit employment discrimination against any associate or applicant on the basis of any legally protected status outlined above .,"Service Management is a management tool that focuses on customer focus, strategy and customer focus . Data analysis documentation, training and continuous improvement"
3901937254,informationtechnology,information technology service delivery manager,The service delivery manager is responsible for managing the activities and responsibilities of the service desk team . The manager is also responsible for providing technical assistance to the team and ensuring service and support is provided to customers at agreed levels .,it applications crossfunctional management support tools and techniques . it applications
3887491764,informationtechnology,information technology program manager,The it program manager will orchestrate and lead transformations of our application landscape including bespoke solutions saas and hosted applications . The project manager is responsible for a seamless transition while ensuring the continuity of critical business processes responsibilities .,project management change management pmp certification hightech industry experience .
3900960518,informationtechnology,information technology network engineer,akkodis is currently looking for an it network engineer in irvine ca location for aerospace domain client . The network engineer will lead the development of a new network infrastructure to support a special project with a focus on designing and implementing a  akkodis go to wwwakkodiscom equal opportunity employerveteransdisabled benefit offerings include medical dental vision term life insurance shortterm disability insurance short term disability insurance .,network infrastructure network security project planning network configuration collaboration . network infrastructure
3901977680,informationtechnology,information technology project manager,We are open for visa sponsorship overall 10 years of experience it industry experience minimum 5 years experience working as project manger dealing with edw applications .,project management risk management budgeting budgeting financial analysis communication stake
3884433564,informationtechnology,instructor computer information technology,The instructor computer information technology cultivates learners in a dynamic and fastpaced industry . The instructor is responsible for keeping uptodate with the current industry and developingupdating courses .  Students must follow state and federal guidelines for student records . Students must maintain technical competency in the teaching area .  Must be able to work varied days hours shifts locations and campuses as required work schedules hours and campuses . Must also possess specific knowledge and experience in the computer information technology field this will include the following .  The individual must possess the above skills and abilities or be able to explain and demonstrate that the individual can perform the essential functions of the job with or without reasonable accommodation . Minimum qualifications are Associate of applied science degree in computer information technology andor  professional institute,it fundamentals programming logic networking concepts computer hardware functions comptia a certification communication teamwork adaptability conflict resolution mentoring organizational skills
3904999114,informationtechnology,southeast regional manager office it support  information technology it,The regional it support manager will be based in our atlanta office and have responsibility for our miami mexico city and sao paulo offices . Required qualifications include a Bachelor of computer science or information technology andor a  Minimum of five 5 years of experience in a computerrelated field preferably in a law firm or professional services environment . An understanding of and experience in dealing with local area networks cabling electrical systems and other infrastructure components .,it management network management ticket management system troubleshooting pc hardware and software
3905331454,informationtechnology,information technology data analyst ii  professional development,description summary possesses knowledge of quality improvement principles and statistics commonly used in data extraction analytics and performance improvement responsible for compiling producing and analyzing reports and statistical information for dsrip administrative department .  Full-time full-time eeo is the law . We endeavor to make this site accessible to any and all users . Need assistance completing the application process .,performance improvement problem solving . attention to detail data analysis . data analysis
3902825422,informationtechnology,information technology project coordinator,Project coordinator will be responsible for monitoring the service levels support agreements of the evv programprovide program .  Strong familiarity with security hipaa and privacy standards in working with edi pii and phi data . Strong,project management data analysis microsoft office suite ms project software development life cycle sdlc
3904729333,informationtechnology,information technology program manager,akkodis is partnering with a leading company aimed to empower toptier global enterprises to securely modernize their networks and applications . The successful candidate will exhibit strong leadership skills technical project management expertise and a deep understanding of hr processes .  Equal opportunity,communication leadership proactivity collaboration problem
3905249935,informationtechnology,information technology security administrator,Work with it security staff in maintaining the integrity of our systems and data with a focus on security controls risk management and resilience .,It security operations security controls risk management cybersecurity awareness security awareness security certification technical
3901941877,informationtechnology,information technology system administrator,the it system administrator position will support the current server middleware and software environments . The position will offer input to establish shortterm and longterm strategic needs for the active directory environment and supporting components .,Linux troubleshooting team coordination problem resolution microsoft server
3905255326,informationtechnology,information technology specialist,Tendercare home health services is seeking an it specialist who is ready to tackle challenging tasks in a fastpaced healthcare setting . The ideal candidate will possess a solid technical background a readiness for oncall duties and a strong sense of customer service  Tendercare home health services is an equal opportunity employer . submit your resume detailing your qualifications and enthusiasm for the role,sql microsoft suite active directory wordpress
3889131111,informationtechnology,director information technology  washington dc,The director of information technology will possess technical expertise and provide strategic leadership vision planning and management to all areas of corporate it . The successful candidate will be a handson manager leader and mentor candidate must have the ability to develop and lead strategic and  Computer science or related bachelors degree and 10 years of relevant it experience . Minimum 5 years of leading it teams and handson technical operations . Must be fully vaccinated with one booster against covid19 prior to beginning employment .  Cogentcocom cogent communications is an equal opportunity employer . The director information technology position is,it management technical leadership leadership project management . The focus of focus is on technical leadership . The
3891080059,informationtechnology,information technology business analyst,Position is focused on transitioning from peoplesoft to coupa . Position is accountable for monitoring all system interfaces and external file validation .,data management data cleansing data validation excel documentation
3905867221,informationtechnology,information technology manager,the it manager will primarily be responsible for the planning implementation and management of technological solutions within rice tire this role involves oversight of the technology department budget management for it operations . The ideal candidate will have knowledge andor experience with phocas or  rice tire is a 4th generation familyowned tire company . Rice tire began as a gas station in 1929 and now have 13 commercial tire service centers 2 retreading facilities and multiple warehouses .,it management budget management . network infrastructure project coordination project coordination .
3900079841,informationtechnology,information technology analyst,The it analyst is responsible for overseeing all computing technology associated with property applications point of sales desktop hardware networking and computing services at the resort . The role is fulltime onproperty role .  2 years work experience in technical capacity providing end user support andor supporting managing a networked computing environment . good analytical and problem solving skills .,desktop hardware networking troubleshooting . inventory management technical support technical support .
3891016039,informationtechnology,information technology auditor,As an it auditor you can contribute to ensuring the integrity security and compliance of our clients information technology systems and processes . The role offers an exciting opportunity to work in a dynamic environment conducting audits and assessments to identify and mitigate it risks within the  Conduct risk assessments and identify potential vulnerabilities weaknesses and areas for improvement in it infrastructure applications and operations . Collaborate with crossfunctional teams including it professionals and external auditors .,Data analytics tools are used to assess risk management and security risk management tools . These tools are designed to help
3905245370,informationtechnology,information technology operations manager,the it operations manager works directly with our director of configuration services to ensure the timely delivery of it equipment for blue mantis employees and clients . The role works collaboratively across the organization to review needs and specifications to ensure timely shipment of it  5 years of progressive responsibility in information technology positions 5 years warehouse management experience it documentation experience with ham hardware asset management process .,it operations management technical support pc imaging software mdt sccm smartdeploy acronis microsoft active directory dns windows
3904357962,informationtechnology,staff information technology program manager,convera is seeking an experienced and dynamic staff technical program manager to lead critical information technology programs . The position is a key member of the technology enterprise team . The role is described as a seasoned technical program program manager with a proven track record  certification or,technical program management enterprise systems technology operations end user computing leadership leadership leadership
3894206026,informationtechnology,2024 summer  information technology it internship  st petersburg fl,raymond james financial is a diversified holding company headquartered in st petersburg fl . The internship program is a 9 10week immersive experience during the 9 10 weeks immersive experience . To be eligible for the summer 2024 internship program you  The raymond james information technology summer internship program is a nine to ten week comprehensive learning and professional opportunity for highly motivated individuals . candidates who successfully complete the internship program have the opportunity to transition into a fulltime . role at raymond  The company is an equal opportunity employer and makes all employment decisions on the basis of merit and business needs . Applicants are required to be enrolled in a college degree seeking program candidates enrolled in degrees related to information technology or business preferred .,software applications data management information security information
3903806821,informationtechnology,information technology network administrator,temp to perm opportunity responsibilities administrate and maintain the network infrastructure to ensure high security and performance . supervise and control the overall operations and implementation of systems .,network infrastructure management vulnerability scanning information security management . idsips systems siem systems penetration
3904992462,informationtechnology,information technology application manager,title it applications project manager is seeking a position at a 110k 150k consumer goods company .,sql sql server agile erp team management communication problem solving .
3895549181,informationtechnology,principal architect  information technology euc,The role of an euc architect will be tasked with developing optimizing and overseeing our enduser computing architecture . The role includes a detailed knowledge of euc design principles and the ability to assess system systems . We are in search of a diligent  Principal euc architect will craft and refine the overall euc design and architecture ensuring seamless integration and alignment with our cloudnative approach . Responsibilities will include demonstrating a strong background in euc strategy analysis and management coupled with exceptional analytical and problems  In designing and managing complex euc environments and support of highly available and resilient multiregion platforms . Must be legally authorized to work in the united states for any,cloud technology analytical skills problemsolving . communication collaboration leadership relationship building euc
3901940057,informationtechnology,information technology network administrator,The ideal candidate will possess strong technical skills in network management configuration and troubleshooting along with the ability to collaborate effectively with crossfunctional teams .,network configuration sciencelogic network devices routing protocols bgp ospf e
3901601435,informationtechnology,information technology officer,Memphisshelby county schools is seeking dynamic educational champions ready to position our district as a national exemplar of education transformation . The most successful candidates believe that more is possible for memphis and are courageous thinkers doers prepared to navigate  Candidates should record a response to the prompts below within the specified timeframe . Responses to legacyleaderscsk12org with the title of the position in the subject record in a quiet setting .,digital systems management data analysis networking project management .
3889772048,informationtechnology,information technology application manager,Commercial applications manager is a strategic leader responsible for steering the development and upkeep of cuttingedge consumerfacing digital solutions . The position involves orchestrating a visionary journey leading a dynamic team through the strategic planning and execution of digital initiatives that align with the  The ability to effectively collaborate with stakeholders at all levels,"Coding standards, coding standards and testing processes are considered for software development . The role of software"
3895210408,informationtechnology,information technology analyst,emmis corporation headquartered on monument circle in downtown indianapolis has an opening for an information technology analyst to be part of our corporate it team . Recent and upcoming college graduates with some professional it experience while in school are encouraged to apply .  emmis corporation is a highly entrepreneurial company with an awardwinning culture and long history of using sales and marketing expertise to build successful businesses . The successful candidate will build a strong relationship with our users to be a trusted technical resource for them .  emmis offers strong benefits and incentives including health dental and life insurance 401k 401k and generous vacation and holiday schedule an onsite fitness center at our indianapolis headquarters . emmis corporation is,windows server communication analytical skills reliability teamwork problem solving problem solving organizational skills adaptability time management professionalism microsoft 365 endpoint security email security
3904424969,informationtechnology,threat hunting analyst information technology specialist 3 information security ref 5774m10br,Minimum qualifications bachelors degree with at least 15 credit hours in cyber security information assurance or information technology . Two years of information technology experience including one year of information security or information assurance experience may substitute for the bachelor degree on a  incumbent will be a threat hunting analyst working in the nysoc . incumbent will leverage a variety of threat intelligence sources and indicators of compromise iocs to perform both proactive and reactive threat hunting across a large and diverse multientity environment  The benefits of working for nys include holiday paid time off 13 13 paid holidays annually up to 13 13 days of paid vacation leave annually . Up to 50 telecommuting and many more benefits . Background check and fingerprinting are required .,cyber security information technology data analysis identity and access management software development software development security communication critical thinking problem solving analytical skills .
3904390620,informationtechnology,vice president information technology,VP information technology vp will play a pivotal role in shaping and executing the technology strategy of our fastgrowing global pharmaceutical packaging company . The successful candidate will be responsible for leveraging modern it solutions to enhance business operations .  Minimum qualifications must be masters degree in computer science information systems or related field . Minimum experience as a cio or in a similar leadership role for a mid to large sized public company .,cybersecurity cloud solutions automation digital transformation project management project management communication collaboration problem solving innovation it strategy erp
3903452481,informationtechnology,information technology support specialist,The technical support av desktop specialist is responsible for providing direct technical support and troubleshooting assistance to attorneys and staff . The specialist will identify research track monitor and resolve technical issues .,Technical support troubleshooting troubleshooting hardware diagnostics software support networking hardware asset management
3906222807,informationtechnology,information technology manager,The information technology manager is responsible for overseeing a spectrum of thirdparty solutions and services ensuring their secure compliant optimized and costeffective utilization . The position will be responsible for streamlining and optimizing processes across departments .  Join us in our mission to combine accuracy with integrity and improve patient outcomes through clinically actionable data apply now and be part of our innovative team .,microsoft 365 networking concepts it contract management project management collaboration communication presentation skills problem solving attention
3902841871,informationtechnology,director of information technology,The director of information technology will lead the development and implementation of a strategic it roadmap that supports organizational growth and innovation . The ideal candidate is a visionary and experienced it director to lead our technology strategy in this pivotal role .  Cybersecurity expert with a deep understanding of data security protocols and risk mitigation strategies. develop and implement a comprehensive it strategy aligned with the organizations mission and goals .,network administration data management project management . risk mitigation strategies . communication collaboration leadership problem
3906074327,informationtechnology,portfolio manager lead information technology systems specialist,The city of phoenix offers opportunity for career growth and advancement . The information technology services its department has an opening for a portfolio manager .  You will be required to come into the office for meetings in the phoenix metro area or to work onsite when assigned telework is subject to department need and could change in the future .  The city job description can be found here . The minimum qualifications listed above are five years of experience directly supervising staff and three years of budgeting experience . Other combinations of experience and education that meet minimum requirements may be substituted .  City of phoenix is an equal opportunity employer . Peace corps and other national service alumni are encouraged to apply .,communication tools leadership collaboration problem solving problem solving project management . portfolio management portfolio management risk
3905219414,informationtechnology,information technology operations project manager,job title it operations project manager is project manager . Managers manage projects under the it ops Svcs portfolio .  Applicants with criminal histories are considered in a manner that is consistent with local state and federal laws . Compensation for roles at suna solutions varies depending on the specific client office or remote location role skill set and level of experience .  Salary range that suna solutions reasonably expects,project management change management release management . microsoft office sharepoint information
3905887086,informationtechnology,information technology specialist,The position could be building backing up data installing software and deploying new workstations to users in our environment . Soft skills customer service and communication are the biggest skills needed in this role .,technical operations support data backup software installation workstation deployment windows
3889129366,informationtechnology,director information technology  washington dc,The director of information technology will possess technical expertise and provide strategic leadership vision planning and management to all areas of corporate . The successful candidate will be a handson manager leader and mentor candidate must have the ability to develop and lead strategic and operational  Computer science or related bachelors degree and 10 years of relevant it experience . Minimum 5 years of leading it teams and handson technical operations prior experience in systems network storage and database administration strong experience in windows and unix operating systems .  Cogent communications is an equal opportunity employer . The director information technology position is an inoffice position .,it management project management technical operations windows operating system unix operating system database administration policy development
3901377516,informationtechnology,information technology sourcing manager,the it sourcing manager negotiates with suppliers to obtain goods and services at the best prices . They develop strategies for cost reduction supplier consolidation quality improvements and process efficiencies to save costs and maximize profitability .  The position will be hybrid mtth with the opportunity to report to the closest service center for 24 months .,procurement processes data analysis ms office suite service now project management software .
3905202045,informationtechnology,information technology support specialist,This position will support the it manager in the daytoday it operations across all of the business units . This individual will assist in maintaining all it infrastructure including desktops servers printers and network equipment . This person will be responsible for providing support to  The job is considered safetysensitive and will be subject to random substance drug and alcohol testing .,troubleshooting software installation and configuration . mcdst customer service orientation professionalism . professionalism patience patience selfstarter willingness to travel .
3899531088,informationtechnology,information technology operations manager,Position will contribute to the company's strategic goals by delivering topnotch service and support in line with its vision mission purpose and values .,it management project management . project management. vendor management . security compliance resource
3902934493,informationtechnology,information technology specialist 2 ny helps  2921,The incumbent for this position will be part of a group within the webny platform team that helps to ensure all websites developed and delivered are functionally accessible to all users regardless of ability . The duties of the position include test websites for accessibility issues  positions located in new york city will receive an additional 3400 downstate adjustment location pay for the duration of the ny helps program this title maybe filled via a non competitive appointment . All candidates must meet the minimum qualifications of the title  Benefits package worth 65 of salary includes holiday paid time off 13 13 paid holidays annually up to 13 13 days of paid vacation leave annually . Up to five 5 days of unpaid personal leave annually and up to three 3 days of professional leave annually,computer science ms office word powerpoint excel outlook teams sharepoint website
3904051866,informationtechnology,information technology specialist plcypln,The job is located under the office of public and governmental affairs information and privacy governance division in anywhere in the us remote job . The primary purpose of this position is to serve as an it specialist policy and planning providing expert guidance on the development  The timeingrade requirement must be met by the closing date of this announcement . This is a nonbargaining unit position mobility plan . The mobility plan will facilitate the movement of employees through special shortterm assignments or permanent reassignments  In addition to the basic requirements you must meet the specialized experience duties gs13 you qualify if you possess one year of specialized experience equivalent to the gs12 grade level in the federal state or local government or equivalent public or private sector  The ictap provides eligible surplus and displaced competitive service employees in the department of justice with selection priority over other candidates for competitive service vacancies . You must satisfy all qualification requirements for the vacant position and score 85 or better on established ranking criteria  If you are a male applicant born after december 31 1959 you must certify that you have registered with the selective service system . The united states government does not discriminate in employment on the basis of race color religion sex national origin political affiliation sexual  If you believe you have a disability ie physical or mental covered by the rehabilitation act of 1973 as amended that would interfere with completing the usa hire competency based assessments you will be granted the opportunity to request ra in your online application requests,nist cybersecurity framework risk management technical system reviews it systems support attention to detail customer
3904955205,informationtechnology,information technology asset manager,Qualifications include strong financial communication and presentation skills . Must be able to adapt to shifting priorities while maintaining a high level of service .,communication metrics reporting adaptability and attention to
3898156760,informationtechnology,strategic director information technology,The strategic director information technology is responsible for assisting in managing the banks computer systems computer network and all technologyrelated systems essential duties and responsibilities . The position is not to be construed as exclusive or allinclusive .  The associate must be able to perform each essential duty satisfactorily . The requirements listed below are representative of the knowledge skill and ability required .,Technical solution implementation implementation . proficient in word mathematical skills communication team leadership problem solving multitasking . proficient
3904724867,informationtechnology,director of information technology,Director of it is responsible for the overall leadership of information technology tools and processes at investco and our affiliated companies . Responsible for planning organizing and overseeing all it projects .  10 years of progressive experience with proven track record of success . Must be current with emerging technologies and trends in the it industry evaluating their potential impact on the business .,Itil cissp roi calculation for it systems . it strategy development budget management project management
3901378554,informationtechnology,information technology sourcing manager,The it sourcing manager negotiates with suppliers to obtain goods materials and services at the best prices . Must be able to work 3 days onsite per week in one of the clients service centers there are many different locations for the service centers in  Sourcing Manager is knowledgeable about procurement processes and escalation mechanisms . Sourcing manager must be able to develop and evolve sourcing management processes .,negotiation data analysis communication . stakeholder management problem solving customer service . critical thinking influence team
